src,trg,theta
送你一株圣诞树,挂上幸福一簇簇,0
挂上幸福一簇簇,系牢开心和财富,0
系牢开心和财富,愿你快快乐乐不发怒,0
愿你快快乐乐不发怒,好运把你来关注,0
好运把你来关注,平安把你来呵护,0
灵动的雪花,漫天飞舞,0
漫天飞舞,洁白的窗棂,0
洁白的窗棂,熠熠生辉,0
熠熠生辉,温馨的灯火,0
温馨的灯火,一闪一闪,0
一闪一闪,幸福的晚餐,0
幸福的晚餐,秀色可餐,0
秀色可餐,清脆的铃声,0
清脆的铃声,叮当叮当,0
叮当叮当,祝你圣诞快乐,0
祝你圣诞快乐,幸福无限,0
送你一粒橙子,愿你心想事‘橙’,0
愿你心想事‘橙’,送你一把香蕉,0
送你一把香蕉,望你永‘蕉’好运,0
望你永‘蕉’好运,送你一个苹果,0
送你一个苹果,盼你‘苹’平安安,0
盼你‘苹’平安安,送你一条短信,0
送你一条短信,祝你平安夜乐相伴,0
祝你平安夜乐相伴,福相随,0
雪花翩翩,送来平安,0
送来平安,愿你快乐平安,0
愿你快乐平安,绽放笑颜,0
绽放笑颜,好运平安,0
好运平安,一路舒坦,0
一路舒坦,健康平安,0
健康平安,身心悠闲,0
身心悠闲,日子平安,0
日子平安,美好灿烂,0
美好灿烂,平安夜,0
平安夜,愿你事事平安,0
愿你事事平安,时时平安,0
圣诞节即将来临,愿友情的天使：在平安夜给你带来一年三百六十五日的平安与祥和,0
愿友情的天使：在平安夜给你带来一年三百六十五日的平安与祥和,在圣诞日捎给你的是一生一世的幸福与快乐,0
圣诞传说：信息发一发,钞票任你花,0
钞票任你花,信息看一看,0
信息看一看,幸福围你转,0
幸福围你转,信息读一读,0
信息读一读,快乐你做主,0
快乐你做主,信息翻一翻,0
信息翻一翻,吉祥连成串,0
吉祥连成串,信息转一转,0
信息转一转,好运永做伴,0
好运永做伴,圣诞快乐,0
平安夜里求道平安符,平安符写上我最美的祝福,0
平安符写上我最美的祝福,圣诞节里栽棵圣诞树,0
圣诞节里栽棵圣诞树,圣诞树摇曳你四季的幸福,0
圣诞树摇曳你四季的幸福,平安夜、圣诞节祝你福禧双至,0
平安夜、圣诞节祝你福禧双至,一生都有好运的眷顾,0
祥和气氛温馨伴,送件礼物过圣诞：送双袜子挂一挂,0
送件礼物过圣诞：送双袜子挂一挂,快乐礼物全装下,0
快乐礼物全装下,送条短信带句话,0
送条短信带句话,关心朋友表牵挂,0
关心朋友表牵挂,圣诞要到了,0
圣诞要到了,愿你：幸福平安夜,0
愿你：幸福平安夜,快乐圣诞节,0
短信资费1毛,10分祝福送到：1分思念、1分想念、1分牵挂、1分依恋、1分温柔、1分体贴、1分真诚、1分关怀、1分温馨、1分浪漫,0
10分祝福送到：1分思念、1分想念、1分牵挂、1分依恋、1分温柔、1分体贴、1分真诚、1分关怀、1分温馨、1分浪漫,圣诞快乐,0
叫你不与我联系,今天我要整整你,0
今天我要整整你,喜庆变成奶油粘住你,0
喜庆变成奶油粘住你,财源做成火鸡撑饱你,0
财源做成火鸡撑饱你,祝福揉成巧克力甜倒你,0
祝福揉成巧克力甜倒你,礼物塞满袜子美死你,0
礼物塞满袜子美死你,祝圣诞快乐乐晕你,0
牵挂似风筝的线,永远心手相连,0
永远心手相连,问候似冬日的暖,0
问候似冬日的暖,温情荡漾心间,0
温情荡漾心间,短信满载我的祝愿,0
短信满载我的祝愿,驶向你幸福的彼岸,0
驶向你幸福的彼岸,又逢圣诞佳节,0
又逢圣诞佳节,祝你节日快乐,0
祝你节日快乐,万事遂愿,0
星光点点,烛光闪闪,0
烛光闪闪,温馨浪漫有你伴,0
温馨浪漫有你伴,铃儿叮当,0
铃儿叮当,鹿儿欢欢,0
鹿儿欢欢,圣诞祝福低头见,0
圣诞祝福低头见,信息短短,0
信息短短,情谊长长,0
情谊长长,无限相思是祝愿,0
无限相思是祝愿,幸福常常有,0
幸福常常有,天天是圣诞,0
圣诞树上,挂满我的祝愿,0
挂满我的祝愿,点点烛光,0
点点烛光,摇曳我的思念,0
摇曳我的思念,铃儿叮当,0
铃儿叮当,送上我的礼物,0
送上我的礼物,一条短信,0
一条短信,寄托我的挂念,0
寄托我的挂念,一年又是一年,0
一年又是一年,为你祝福为你祈安,0
为你祝福为你祈安,圣诞快乐,0
圣诞节日到,三双袜子送给你,0
三双袜子送给你,一双装礼物,0
一双装礼物,礼物多多堆成山,0
礼物多多堆成山,一双装幸福,0
一双装幸福,健康快乐到永远,0
健康快乐到永远,一双装烦恼,0
一双装烦恼,忧心积虑全抛掉,0
忧心积虑全抛掉,礼物送到,0
礼物送到,不要嫌弃,0
圣诞到,心欢笑,0
心欢笑,张灯结彩真美妙,0
张灯结彩真美妙,鹿儿跑,0
鹿儿跑,礼物到,0
礼物到,铃儿叮当响云霄,0
铃儿叮当响云霄,雪花飘,0
雪花飘,梦儿好,0
梦儿好,一声问候幸福绕,0
一声问候幸福绕,花儿开,0
花儿开,鸟儿叫,0
鸟儿叫,好运心意齐报道,0
好运心意齐报道,圣诞快乐,0
雪花还没飘下,烟花尚未璀璨,0
烟花尚未璀璨,圣诞老人还没睡醒,0
圣诞老人还没睡醒,小鹿驾车还未出发,0
小鹿驾车还未出发,袜子还没挂上窗前,0
袜子还没挂上窗前,大家的祝福还没有漫天弥漫,0
大家的祝福还没有漫天弥漫,而我提前出发,0
而我提前出发,祝你圣诞快乐,0
祝你圣诞快乐,浪漫无边,0
我手捧一缕雪花,头顶两颗星辰,0
头顶两颗星辰,眼含三色秋波,0
眼含三色秋波,口叼九朵玫瑰,0
口叼九朵玫瑰,脚踏十瑞祥云,0
脚踏十瑞祥云,以闪电般的速度冲到你的面前：圣诞快乐,0
以闪电般的速度冲到你的面前：圣诞快乐,愿意和我一起分享圣诞吗,0
我想让阳光温暖你,用用星光装点你,0
用用星光装点你,用美酒陶醉你,0
用美酒陶醉你,用金钱砸晕你,0
用金钱砸晕你,用烟花璀璨你,0
用烟花璀璨你,用幸福淹没你,0
用幸福淹没你,可我不做上帝很久了,0
通缉令：圣诞将近,一老者白须红袍,0
一老者白须红袍,常趁夜色隐蔽,0
常趁夜色隐蔽,潜入居民家中放置圣诞礼品,0
潜入居民家中放置圣诞礼品,发现者请速报警,0
发现者请速报警,报警暗号：圣诞快乐,0
报警暗号：圣诞快乐,您将获得终身幸福作为奖励,0
将思念融进祝福,将贺卡换成短信,0
将贺卡换成短信,在这个浪漫的日子里,0
在这个浪漫的日子里,恭祝亲爱的朋友,0
恭祝亲爱的朋友,圣诞快乐,0
圣诞快乐,白色的雪,0
白色的雪,绿色的树,0
绿色的树,慈爱的老人,0
慈爱的老人,驾车的小鹿还有全部祝福,0
未曾把你遗忘,确是工作太忙,0
确是工作太忙,问候虽不时常,0
问候虽不时常,今天特意补上,0
今天特意补上,圣诞就要到来,0
圣诞就要到来,祝你心情愉快,0
祝你心情愉快,顺祝工作顺利,0
顺祝工作顺利,说一声珍重道一声平安,0
通信塔当圣诞树,祝福传天下,0
祝福传天下,麻袋来当圣诞袜,0
麻袋来当圣诞袜,礼物收不断,0
礼物收不断,热闹庆祝圣诞节,0
热闹庆祝圣诞节,元旦紧跟来,0
慈祥老公公,奔驰夜空中,0
奔驰夜空中,不怕包袱重,0
不怕包袱重,一心驾鹿冲,0
一心驾鹿冲,开到你烟囱,0
开到你烟囱,铜铃响叮咚,0
铜铃响叮咚,祝福来相送,0
祝福来相送,装满长袜洞,0
装满长袜洞,亲爱的朋友,0
圣诞老公公太胖了麋鹿载不动雪橇坐不下所以我自告奋勇,由我来代替他分送祝福,0
为你炒份蛋炒饭最简单也最困难,饭要粒粒分开还要沾着蛋,0
饭要粒粒分开还要沾着蛋,今天就吃蛋炒饭最简单也最艰难,0
今天就吃蛋炒饭最简单也最艰难,只能吃饭不能吃蛋,0
只能吃饭不能吃蛋,最高境界是分离蛋饭,0
最高境界是分离蛋饭,祝你剩蛋快乐,0
紧急通知：由于你家没有烟囱,我不能把礼物送到,0
我不能把礼物送到,请今晚不要关窗,0
请今晚不要关窗,等我送完后再关窗冷就冷点吧,0
等我送完后再关窗冷就冷点吧,圣诞老人祝你圣诞快乐,0
通缉令：一老者白须红袍,常趁夜潜入居民家中放置让人快乐的要命的物品,0
常趁夜潜入居民家中放置让人快乐的要命的物品,发现者请速报警,0
发现者请速报警,报警暗号：圣诞快乐,0
报警暗号：圣诞快乐,您将获得终身幸福作为奖励,0
猪流感没有把你吓傻,房地产没有把你压垮,0
房地产没有把你压垮,阿富汗战争还在打,0
阿富汗战争还在打,《2012》赚走钞票一把把,0
《2012》赚走钞票一把把,亲爱的朋友,0
亲爱的朋友,拿着臭袜,0
拿着臭袜,守着蜗居好生蛋圣诞,0
圣诞将至,送你一个荷包“蛋”,0
送你一个荷包“蛋”,保你健康和平安,0
保你健康和平安,再送你一碗饭炒“蛋”,0
再送你一碗饭炒“蛋”,愿你生活简单又美味,0
愿你生活简单又美味,最后送你祝福“蛋”,0
最后送你祝福“蛋”,祝你幸福开心,0
祝你幸福开心,欢度圣诞,0
好蛋坏蛋不如常问候的福蛋,金蛋银蛋不如实实在在的情蛋,0
金蛋银蛋不如实实在在的情蛋,炸弹导弹不如发条性价比高的糖衣炮弹祝福短信,0
炸弹导弹不如发条性价比高的糖衣炮弹祝福短信,祝你合家幸福,0
祝你合家幸福,快乐圣诞,0
考试零分叫鸭蛋,做坏事叫坏蛋,0
做坏事叫坏蛋,脑袋空空叫傻蛋,0
脑袋空空叫傻蛋,炒鱿鱼叫滚蛋,0
炒鱿鱼叫滚蛋,呜呼哀哉叫完蛋,0
呜呼哀哉叫完蛋,蛋吃不完的叫剩蛋圣诞快乐,0
平安夜我向圣诞老人许愿：希望不管你脚多么臭,明早当穿起袜子时,0
明早当穿起袜子时,能收到我给你的满满的祝福,0
能收到我给你的满满的祝福,温暖你的心和脚ㄚ子,0
人生过节须尽欢,莫使手机空对手,0
莫使手机空对手,问候祝福不能少,0
问候祝福不能少,千声万唤始出来,0
千声万唤始出来,祝福我的朋友身体康健,0
祝福我的朋友身体康健,福运连连,0
福运连连,欢笑天天,0
欢笑天天,平安年年,0
平安年年,圣诞节快乐,0
有一种幸福因你相伴,有一种快乐无话不谈,0
有一种快乐无话不谈,有一种情谊天地之间,0
有一种情谊天地之间,有一种祝福纵有万水千山,0
有一种祝福纵有万水千山,圣诞节了,0
圣诞节了,愿圣诞老人的口袋装满我的惦念,0
愿圣诞老人的口袋装满我的惦念,轻轻放到你身边,0
送你两“蛋”一“心”,两蛋指圣诞、元旦,0
两蛋指圣诞、元旦,一心指我真心的祝福,0
一心指我真心的祝福,圣诞元旦,0
圣诞元旦,纷至沓来,0
纷至沓来,喜事连连,0
喜事连连,福禄好运,0
福禄好运,成双成对,0
成双成对,惊喜不断,0
惊喜不断,祝你节日快乐,0
晚上笑一笑,睡个美满觉,0
睡个美满觉,早晨笑一笑,0
早晨笑一笑,全天生活有情调,0
全天生活有情调,工作之余笑一笑,0
工作之余笑一笑,满堂欢喜又热闹,0
满堂欢喜又热闹,烦恼之时笑一笑,0
烦恼之时笑一笑,一切烦恼全忘掉,0
一切烦恼全忘掉,祝圣诞节快乐,0
祝圣诞节快乐,笑口常开,0
圣诞钟声一声响,敲出幸福好时光,0
敲出幸福好时光,圣诞钟声二声响,0
圣诞钟声二声响,敲出好运不能挡,0
敲出好运不能挡,圣诞钟声三声响,0
圣诞钟声三声响,敲出快乐心舒畅,0
敲出快乐心舒畅,圣诞钟声声声响,0
圣诞钟声声声响,祝福往你头上砸,0
祝福往你头上砸,快跑,0
快跑,傻样,0
火辣辣的是太阳,红彤彤的是笑脸,0
红彤彤的是笑脸,滚烫烫的是祝福,0
滚烫烫的是祝福,笑哈哈的是快乐,0
笑哈哈的是快乐,热腾腾的是幸福,0
热腾腾的是幸福,喜洋洋的是圣诞,0
喜洋洋的是圣诞,傻乎乎的是看短信的人儿,0
傻乎乎的是看短信的人儿,祝你节日愉快,0
一年里有个季节是寒冷的冬天,寒冷的冬天里有个浪漫的节日是圣诞,0
寒冷的冬天里有个浪漫的节日是圣诞,浪漫的圣诞里有个祝福的信息在传遍,0
浪漫的圣诞里有个祝福的信息在传遍,传遍的信息里满满的是平安,0
传遍的信息里满满的是平安,平安的传递里是你的健康我的祝愿,0
平安的传递里是你的健康我的祝愿,祝圣诞快乐,0
今日我委托圣诞老人给你送去了吉祥果,如意汤,0
如意汤,爱情蜜,0
爱情蜜,幸福雨,0
幸福雨,快乐风,0
快乐风,愿你圣诞节里是收获最多的那个人,0
愿你圣诞节里是收获最多的那个人,不过你也要回报一个问候给我哟,0
不过你也要回报一个问候给我哟,祝圣诞节快乐,0
圣诞到,我的短信来问好,0
我的短信来问好,圣诞来,0
圣诞来,圣诞老人驾车来,0
圣诞老人驾车来,圣诞好,0
圣诞好,圣诞礼物不能少,0
圣诞礼物不能少,圣诞妙,0
圣诞妙,圣诞气氛更热闹,0
圣诞气氛更热闹,圣诞短信已来到,0
圣诞短信已来到,祝你圣诞乐逍遥,0
一缕思念,双手奉上,0
双手奉上,载三分问候,0
载三分问候,四分祝福,0
四分祝福,五分牵挂,0
五分牵挂,六分眷念,0
六分眷念,捎七分幸运,0
捎七分幸运,八分快乐,0
八分快乐,九分平安,0
九分平安,送到你身边,0
送到你身边,愿你圣诞快乐、新年吉祥,0
愿你圣诞快乐、新年吉祥,十全十美,0
圣诞之花拿在手,幸运朝你点点头,0
幸运朝你点点头,圣诞之帽戴在头,0
圣诞之帽戴在头,爱情朝你招招手,0
爱情朝你招招手,圣诞短信收一收,0
圣诞短信收一收,快乐冬季无忧愁,0
快乐冬季无忧愁,圣诞信息转一转,0
圣诞信息转一转,灿烂笑脸永展现,0
灿烂笑脸永展现,祝你快乐圣诞,0
我手托弯月,头顶繁星,0
头顶繁星,眼含秋波,0
眼含秋波,口衔玫瑰,0
口衔玫瑰,脚踏祥云,0
脚踏祥云,以迅雷不及掩耳盗铃儿响叮当之势飞到你的面前,0
以迅雷不及掩耳盗铃儿响叮当之势飞到你的面前,只是为了给你送上圣诞礼物,0
只是为了给你送上圣诞礼物,祝你圣诞快乐,0
青山隐隐水迢迢,圣诞祝福来赶早：人生得意需尽欢,0
圣诞祝福来赶早：人生得意需尽欢,愿你幸福又快乐,0
愿你幸福又快乐,花自飘零水自流,0
花自飘零水自流,一生一世无忧愁,0
一生一世无忧愁,今朝有酒今朝醉,0
今朝有酒今朝醉,生活幸福日子美,0
虽然现在的我只能把思念寄托远方,但我的心却没有改变方向,0
但我的心却没有改变方向,回忆里甜蜜中有挥不去的感伤,0
回忆里甜蜜中有挥不去的感伤,只因你不在身旁,0
只因你不在身旁,圣诞节快乐,0
我要把一切喜庆变成奶油,所有祝福揉成巧克力,0
所有祝福揉成巧克力,永远快乐做成蛋糕砸向你,0
永远快乐做成蛋糕砸向你,然后说声圣诞快乐,0
听说你生了个蛋,真的吗,0
真的吗,那我得祝你生蛋圣诞快乐,0
那我得祝你生蛋圣诞快乐,再几天你的蛋蛋又要满月,0
再几天你的蛋蛋又要满月,那么我就提前祝贺你圆蛋元旦吧,0
或许没有灯红酒绿的喧嚣,或许没有轻歌曼舞的浪漫,0
聆听历史的脚步,应答时代的召唤,0
应答时代的召唤,我们迎来了2010年,0
我们迎来了2010年,回望我们一路走来的辛酸路程,0
回望我们一路走来的辛酸路程,有欢笑,0
有欢笑,有泪水,0
有泪水,有软弱,0
有软弱,有勇敢,0
有勇敢,我们披荆斩棘,0
我们披荆斩棘,凯旋归来,0
凯旋归来,也希望在未来的征程中,0
也希望在未来的征程中,所有的朋友们都能身体健康,0
所有的朋友们都能身体健康,万事如意,0
万事如意,心想事成,0
心想事成,所有梦想都能成真,0
所有梦想都能成真,所有希望都能实现,0
所有希望都能实现,所有愿望都能兑现,0
所有愿望都能兑现,愿即将来临的圣诞节开心快乐,0
亲爱的孙子、孙女、外孙、外孙女们,你们好,0
你们好,又是一年没有见面啦,0
又是一年没有见面啦,今夜,0
今夜,你们就尽情狂欢吧,0
你们就尽情狂欢吧,我会驾着驯鹿来给你们送礼物的,0
我会驾着驯鹿来给你们送礼物的,圣诞快乐,0
圣诞节上庆圣诞,平安夜里送平安,0
